feature,base_entropy,expected_entropy,IG,cost,IG_per_cost,num_values,numeric,categories_or_bins
REFUGE.AREA,149.33126230693634,149.30221779710018,0.029044509836154475,0.25,0.1161780393446179,2,False,"['EXISTS', 'NOT_EXISTS']"
BEAM.LATERAL_BRACING.FAILURE_POSSIBLE,149.33126230693634,149.30224285722122,0.029019449715121937,0.25,0.11607779886048775,2,True,"[(None, 1.0), (1.0, None)]"
DOOR.CAN_CAUSE_EVACUATION_ERROR,149.33126230693634,149.30254753585805,0.028714771078284684,0.25,0.11485908431313874,2,True,"[(None, 1.0), (1.0, None)]"
CONNECTION.PROTECTION.TYPE,149.33126230693634,149.30270243328852,0.028559873647822087,0.25,0.11423949459128835,2,False,"['TIMBER_BOARDS', 'WOOD_BASED_PANELS']"
SLAB.LOWER_LINING,149.33126230693634,149.30282015805747,0.028442148878866647,0.25,0.11376859551546659,2,True,"[(None, 1.0), (1.0, None)]"
BEAM.FLEXION.DIRECTION,149.33126230693634,149.30293145890727,0.028330848029071376,0.25,0.1133233921162855,2,False,"['ONE', 'TWO']"
DOOR.HAS_AUTOMATIC_CLOSING_SYSTEM,149.33126230693634,149.30305556191172,0.02820674502461884,0.25,0.11282698009847536,2,True,"[(None, 1.0), (1.0, None)]"
ELEVATOR.EMERGENCY,149.33126230693634,149.3031234732721,0.028138833664229423,0.25,0.1125553346569177,2,False,"['EXISTS', 'NOT_EXISTS']"
CONSTRUCTION.PRODUCT.HAS_CE_MARKING,149.33126230693634,149.30324977497094,0.028012531965401877,0.25,0.1120501278616075,2,True,"[(None, 0.0), (0.0, None)]"
FLOOR.FIRE_RESISTANCE.REQUIRED,149.33126230693634,149.3035922707819,0.027670036154432864,0.25,0.11068014461773146,2,True,"[(None, 1.0), (1.0, None)]"
SLAB.INFILL_ELEMENTS,149.33126230693634,149.30361012197054,0.027652184965802462,0.25,0.11060873986320985,2,False,"['CERAMIC', 'CONCRETE']"
ROOM.AREA,149.33126230693634,149.3037179116484,0.027544395287947054,0.25,0.11017758115178822,2,True,"[(None, 90.0), (90.0, None)]"
ATRIUM.IS_FIRE_SECTOR,149.33126230693634,149.3041183975834,0.02714390935292954,0.25,0.10857563741171816,2,True,"[(None, 1.0), (1.0, None)]"
REFORM.AFFECTS.FIRE_PROTECTION_INSTALLATION_COMPONENT_AREAS,149.33126230693634,149.30426319320003,0.026999113736309255,0.25,0.10799645494523702,2,True,"[(None, 1.0), (1.0, None)]"
SUPPORT.BRACING.FAILURE.POSSIBLE,149.33126230693634,149.30426354812613,0.0269987588102083,0.25,0.1079950352408332,2,True,"[(None, 1.0), (1.0, None)]"
ZONE.OCCUPANTS.HAS_MENTAL_LIMITATIONS,149.33126230693634,149.30430655967893,0.026955747257403573,0.25,0.10782298902961429,2,True,"[(None, 1.0), (1.0, None)]"
ELEVATORS.CONNECTS_SPECIAL_RISK_AREA,149.33126230693634,149.30431830566886,0.026944001267480644,0.25,0.10777600506992258,2,True,"[(None, 1.0), (1.0, None)]"
STRUCTURAL_ELEMENT.TYPE,149.33126230693634,149.30461859127914,0.026643715657201028,0.25,0.10657486262880411,2,False,"['BEAM', 'SUPPORT']"
FIRE.PROTECTION.INSTALLATION.MANUAL.SIGNAGE,149.33126230693634,149.3046822194395,0.026580087496824945,0.25,0.10632034998729978,2,False,"['EXISTS', 'NOT_EXISTS']"
BUILDING.HAS_COMMERCIAL_USE,149.33126230693634,149.30479425409226,0.026468052844080603,0.25,0.10587221137632241,2,True,"[(None, 1.0), (1.0, None)]"
FLOOR_SLAB.FUNCTION.FIRE_COMPARTMENTATION,149.33126230693634,149.3048041993761,0.026458107560245026,0.25,0.1058324302409801,2,True,"[(None, 1.0), (1.0, None)]"
ELEVATORS.CONNECTS_DIFFERENT_FIRE_SECTORS,149.33126230693634,149.3048211349248,0.026441172011544722,0.25,0.10576468804617889,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.STRUCTURAL_ELEMENT.FLOOR,149.33126230693634,149.30494238240607,0.0263199245302701,0.25,0.1052796981210804,2,False,"['EXISTS', 'NOT_EXISTS']"
STRUCTURE.TIMBER.FRAMEWORK,149.33126230693634,149.30498236732518,0.026279939611157488,0.25,0.10511975844462995,2,False,"['EXISTS', 'NOT_EXISTS']"
INSPECTION_HATCH.SHAFT,149.33126230693634,149.3050995249357,0.026162782000625384,0.25,0.10465112800250154,2,False,"['EXISTS', 'NOT_EXISTS']"
CONSTRUCTION.ELEMENT.LAYER.SIDE_COUNT,149.33126230693634,149.30511138252348,0.026150924412860377,0.25,0.10460369765144151,2,True,"[(None, 2.0), (2.0, None)]"
ROUTE.IS_ACCESSIBLE,149.33126230693634,149.30516372925848,0.026098577677856838,0.25,0.10439431071142735,2,True,"[(None, 1.0), (1.0, None)]"
ESTABLISHMENT.ACTIVITY,149.33126230693634,149.30524960703997,0.026012699896369895,0.25,0.10405079958547958,2,False,"['RENTAL.STORAGE_ROOMS', 'RENTAL.WAREHOUSES']"
ELEMENT.COATED,149.33126230693634,149.30531088758957,0.025951419346768034,0.25,0.10380567738707214,2,True,"[(None, 1.0), (1.0, None)]"
SEPARATES.HIGH_SPECIAL_RISK_AREA,149.33126230693634,149.30533729191876,0.02592501501757738,0.25,0.10370006007030952,2,True,"[(None, 1.0), (1.0, None)]"
EVACUATION.ROUTE.HAS_MISLEADING_ALTERNATIVES,149.33126230693634,149.30533927687785,0.02592303005849317,0.25,0.10369212023397267,2,True,"[(None, 1.0), (1.0, None)]"
REFORM.ALTERS.OCCUPANCY_DISTRIBUTION,149.33126230693634,149.3054607789035,0.025801528032843635,0.25,0.10320611213137454,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.STRUCTURAL_ELEMENT.SPECIAL_RISK_AREA,149.33126230693634,149.30550184262287,0.025760464313464126,0.25,0.1030418572538565,2,False,"['EXISTS', 'NOT_EXISTS']"
FIRE.EXPOSURE.TIME.REQUIRED,149.33126230693634,149.3055327768979,0.025729530038432813,0.25,0.10291812015373125,2,True,"[(None, 1.0), (1.0, None)]"
TIMBER.ELEMENT.SECTION.TYPE,149.33126230693634,149.30561828388895,0.02564402304739133,0.25,0.10257609218956532,2,False,"['CIRCULAR.SOLID', 'RECTANGULAR.SOLID']"
PANEL.MATERIAL,149.33126230693634,149.30579738078762,0.02546492614871454,0.25,0.10185970459485816,2,False,"['WOOD', 'WOOD_DERIVATIVE']"
REFORM.AFFECTS.AREAS_WITH_FIRE_PROTECTION_COMPONENTS,149.33126230693634,149.30582153662948,0.025440770306857985,0.25,0.10176308122743194,2,True,"[(None, 1.0), (1.0, None)]"
FLOOR.EXIT.ACCESSIBLE.TO_ALTERNATIVE_FIRE_SECTOR,149.33126230693634,149.30584655722998,0.025415749706354518,0.25,0.10166299882541807,2,False,"['EXISTS', 'NOT_EXISTS']"
INSPECTION_HATCH.DUCT,149.33126230693634,149.30585863835915,0.02540366857718368,0.25,0.10161467430873472,2,False,"['EXISTS', 'NOT_EXISTS']"
FIRE.SECTOR.SIZE.PREVENTS_FULLY_DEVELOPED_FIRES,149.33126230693634,149.30607651022825,0.025185796708086627,0.25,0.10074318683234651,2,True,"[(None, 1.0), (1.0, None)]"
ELEMENT.SECTION.CLASS,149.33126230693634,149.30613396875236,0.02512833818397553,0.25,0.10051335273590212,2,True,"[(None, 4.0), (4.0, None)]"
SLAB.HAS_FIRE_COMPARTMENTATION_FUNCTION,149.33126230693634,149.30615696277158,0.02510534416475707,0.25,0.10042137665902828,2,True,"[(None, 1.0), (1.0, None)]"
DOOR.IS_NOT_EXIT,149.33126230693634,149.30619436137846,0.025067945557879057,0.25,0.10027178223151623,2,True,"[(None, 1.0), (1.0, None)]"
DOOR.IS_FIRE_RESISTANT,149.33126230693634,149.3062090074266,0.025053299509750104,0.25,0.10021319803900042,2,True,"[(None, 1.0), (1.0, None)]"
SUFFICIENT_INFORMATION,149.33126230693634,149.30625629223857,0.025006014697765977,0.25,0.10002405879106391,2,False,"['EXISTS', 'NOT_EXISTS']"
FLOOR.IS_BUILDING_EXIT_FLOOR,149.33126230693634,149.3062699295568,0.02499237737953308,0.25,0.09996950951813233,2,True,"[(None, 1.0), (1.0, None)]"
FACADE.LOWER_START.ACCESSIBLE_FROM_EXTERIOR_GROUND,149.33126230693634,149.30628001088627,0.024982296050069408,0.25,0.09992918420027763,2,True,"[(None, 1.0), (1.0, None)]"
REGULATORY.PROVISION.CITED,149.33126230693634,149.30629253778153,0.024969769154807864,0.25,0.09987907661923145,2,True,"[(None, 1.0), (1.0, None)]"
STAGE_BOX.OPENING.AUDIENCE_HALL.HAS_CURTAIN,149.33126230693634,149.30631661677558,0.02494569016076298,0.25,0.09978276064305192,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.FIRE_PROTECTION.INSTALLATIONS,149.33126230693634,149.3063360356445,0.024926271291832336,0.25,0.09970508516732934,2,False,"['EXISTS', 'NOT_EXISTS']"
ZONE.AREA,149.33126230693634,149.30652474462846,0.024737562307876715,0.25,0.09895024923150686,2,True,"[(None, 50.0), (50.0, None)]"
CHARRING.RATE.BEFORE_PROTECTION_FAILURE,149.33126230693634,149.30656329347357,0.02469901346276515,0.25,0.0987960538510606,2,False,"['EXISTS', 'NOT_EXISTS']"
FACADE.OPENING,149.33126230693634,149.30659538919258,0.024666917743758177,0.25,0.0986676709750327,2,False,"['EXISTS', 'NOT_EXISTS']"
EVACUATION.ORIGIN.HAS_DIRECT_EXIT_SIGN_VISIBILITY,149.33126230693634,149.30661819643205,0.02464411050428339,0.25,0.09857644201713356,2,True,"[(None, 1.0), (1.0, None)]"
FLOOR_SLAB.TYPE,149.33126230693634,149.3066721621377,0.02459014479865118,0.25,0.09836057919460472,2,False,"['ONE_WAY', 'TWO_WAY_RIBBED']"
BUILDING.USAGE.MAINTAINED,149.33126230693634,149.30670368330078,0.024558623635556387,0.25,0.09823449454222555,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.HAS_PERMANENT_CONTROL_POST,149.33126230693634,149.30674972507978,0.02451258185655547,0.25,0.09805032742622188,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.FLOORS.ABOVE_GROUND,149.33126230693634,149.3067985129831,0.02446379395323106,0.25,0.09785517581292424,2,True,"[(None, 4.0), (4.0, None)]"
PLANT.HAS_HOSPITALIZATION_AREA,149.33126230693634,149.3068006067611,0.02446170017523741,0.25,0.09784680070094964,2,True,"[(None, 1.0), (1.0, None)]"
EVACUATION.FROM_AREA.LEADS_TO_INTERIOR_SPACE,149.33126230693634,149.30680312270894,0.024459184227396236,0.25,0.09783673690958494,2,True,"[(None, 1.0), (1.0, None)]"
CONSTRUCTION.ELEMENT.LAYER_COUNT,149.33126230693634,149.30690018982818,0.02436211710815428,0.25,0.09744846843261712,2,True,"[(None, 1.0), (1.0, None)]"
PREMISES.CONTAINS_REGULATED_INSTALLATIONS,149.33126230693634,149.3069037613081,0.02435854562824602,0.25,0.09743418251298408,2,True,"[(None, 1.0), (1.0, None)]"
STAIRCASE.PROTECTED.STRUCTURAL_ELEMENT,149.33126230693634,149.30698155476944,0.024280752166902175,0.25,0.0971230086676087,2,False,"['EXISTS', 'NOT_EXISTS']"
AREA.PROTECTED_BY_AUTOMATIC_EXTINGUISHING_SYSTEM,149.33126230693634,149.3069899369811,0.024272369955241402,0.25,0.09708947982096561,2,True,"[(None, 1.0), (1.0, None)]"
STAGE_BOX.HAS_WALKWAYS_GALLERIES,149.33126230693634,149.30702467859075,0.02423762834558829,0.25,0.09695051338235317,2,True,"[(None, 1.0), (1.0, None)]"
EVACUATION.ORIGIN.HAS_DIRECT_EXIT_VISIBILITY,149.33126230693634,149.30710780501838,0.024154501917962534,0.25,0.09661800767185014,2,True,"[(None, 1.0), (1.0, None)]"
STORAGE_ROOM.IS_LINKED_TO_DWELLING,149.33126230693634,149.30714928086462,0.02411302607171706,0.25,0.09645210428686823,2,True,"[(None, 1.0), (1.0, None)]"
FLOOR.AREA,149.33126230693634,149.30717119571955,0.02409111121679075,0.25,0.096364444867163,2,True,"[(None, 1500.0), (1500.0, None)]"
BUILDING.HAS_AUTOMATIC_EXTINGUISHING_SYSTEM,149.33126230693634,149.30717865597313,0.024083650963206082,0.25,0.09633460385282433,2,True,"[(None, 1.0), (1.0, None)]"
FLOOR.EXIT.LOCATION,149.33126230693634,149.30721621914927,0.02404608778707029,0.25,0.09618435114828117,2,False,"['HOSPITALIZATION.AREA', 'INTENSIVE_TREATMENT.AREA']"
FLOOR_SLAB.INFILL_ELEMENTS,149.33126230693634,149.30727152725584,0.023990779680502783,0.25,0.09596311872201113,2,False,"['CERAMIC', 'CONCRETE']"
CONSTRUCTIVE.ELEMENT.FIRE_RESISTANCE.TESTING_AND_CLASSIFICATION_STANDARDS.NOT_AVAILABLE,149.33126230693634,149.307305348368,0.02395695856833413,0.25,0.09582783427333652,2,True,"[(None, 1.0), (1.0, None)]"
ZONE.SPECIAL_OR_CIRCUMSTANTIAL_USE_INCREASES_OCCUPANCY,149.33126230693634,149.30733343472002,0.023928872216316677,0.25,0.0957154888652667,2,True,"[(None, 1.0), (1.0, None)]"
AREA.IS_ANNEXED_TO_ENTERTAINMENT_OR_MEETING_ROOM,149.33126230693634,149.30734346952573,0.023918837410604965,0.25,0.09567534964241986,2,True,"[(None, 1.0), (1.0, None)]"
CEILING.SEPARATES_UPPER_FLOOR,149.33126230693634,149.30740592739178,0.02385637954455433,0.25,0.09542551817821732,2,True,"[(None, 1.0), (1.0, None)]"
WOOD.PROTECTION.EXISTS,149.33126230693634,149.3074443272189,0.02381797971744959,0.25,0.09527191886979836,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.FLOORS.BELOW_GROUND,149.33126230693634,149.3074788594389,0.023783447497436327,0.25,0.09513378998974531,2,True,"[(None, 3.0), (3.0, None)]"
CONSTRUCTION.PRODUCT.IS_SUPPLIED_TO_WORKS,149.33126230693634,149.30760084103213,0.02366146590421181,0.25,0.09464586361684724,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.HAS_OTHER_USES,149.33126230693634,149.30763320872487,0.02362909821147241,0.25,0.09451639284588964,2,True,"[(None, 1.0), (1.0, None)]"
KITCHEN.SMOKE_EXTRACTION_SYSTEM.IS_SPECIAL_RISK_PREMISES,149.33126230693634,149.30764613009075,0.023616176845592918,0.25,0.09446470738237167,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.EQUIPPED_WITH.DRY_RISER,149.33126230693634,149.30765158250995,0.02361072442639056,0.25,0.09444289770556225,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.HAS_MULTIPLE_FLOORS,149.33126230693634,149.30766031928152,0.02360198765481414,0.25,0.09440795061925655,2,True,"[(None, 1.0), (1.0, None)]"
REFORM.ALTERS.OCCUPANCY,149.33126230693634,149.30772012742983,0.0235421795065065,0.25,0.094168718026026,2,True,"[(None, 1.0), (1.0, None)]"
DOCUMENT.SPECIFIED_CASES,149.33126230693634,149.30774484470038,0.023517462235957964,0.25,0.09406984894383186,2,False,"['EXISTS', 'NOT_EXISTS']"
STAIRCASE.CONNECTS_DIFFERENT_FIRE_SECTORS,149.33126230693634,149.30782439646703,0.023437910469311873,0.25,0.0937516418772475,2,True,"[(None, 1.0), (1.0, None)]"
CONSTRUCTION.ELEMENT.EXPOSURE.FIRE.FACES,149.33126230693634,149.30786972376706,0.023392583169282943,0.25,0.09357033267713177,2,True,"[(None, 3.0), (3.0, None)]"
MATERIAL.INSULATING,149.33126230693634,149.30789580101464,0.02336650592170031,0.25,0.09346602368680124,2,False,"['EXISTS', 'NOT_EXISTS']"
DOOR.FIRE_RESISTANT,149.33126230693634,149.30793967012292,0.023322636813418285,0.25,0.09329054725367314,2,True,"[(None, 1.0), (1.0, None)]"
FIRE.EXTINGUISH_SYSTEM.TYPE,149.33126230693634,149.30802919620913,0.023233110727204576,0.25,0.0929324429088183,2,False,"['AUTOMATIC', 'NONE']"
DB.APPLICATION.INCOMPATIBLE_WITH_PROTECTION,149.33126230693634,149.3080729790454,0.023189327890946743,0.25,0.09275731156378697,2,True,"[(None, 1.0), (1.0, None)]"
STAGE_BOX.HAS_STAIRS,149.33126230693634,149.3081161059153,0.02314620102103504,0.25,0.09258480408414016,2,True,"[(None, 1.0), (1.0, None)]"
PENETRATION.SECTION_AREA,149.33126230693634,149.30812770516314,0.023134601773193708,0.25,0.09253840709277483,2,True,"[(None, 50.0), (50.0, None)]"
SLAB.INFILL.MATERIAL,149.33126230693634,149.308152081949,0.023110224987334504,0.25,0.09244089994933802,2,False,"['CERAMIC', 'CONCRETE']"
ATRIUM.OCCUPANCY_TOTAL,149.33126230693634,149.30816905654524,0.023093250391099218,0.25,0.09237300156439687,2,True,"[(None, 500.0), (500.0, None)]"
EVACUATION.ROUTE.TYPE,149.33126230693634,149.3081713415085,0.023090965427826404,0.25,0.09236386171130562,2,False,"['MOVING_WALKWAY', 'RAMP']"
SYSTEM.HAS_TECHNICAL_SUITABILITY_CERTIFICATION,149.33126230693634,149.3082120305445,0.023050276391842317,0.25,0.09220110556736927,2,True,"[(None, 1.0), (1.0, None)]"
REFORM.AFFECTS.CONSTRUCTIVE_ELEMENTS_SUPPORTING_FIRE_PROTECTION,149.33126230693634,149.30827629103908,0.022986015897259904,0.25,0.09194406358903962,2,True,"[(None, 1.0), (1.0, None)]"
ESTABLISHMENT.HAS_SHOWS,149.33126230693634,149.30832353419447,0.022938772741866842,0.25,0.09175509096746737,2,True,"[(None, 1.0), (1.0, None)]"
METHOD.SIMPLIFIED_ISOTHERM_500.APPLICABLE,149.33126230693634,149.30835209971082,0.022910207225521617,0.25,0.09164082890208647,2,True,"[(None, 1.0), (1.0, None)]"
PUBLIC_SALES_AREA.EXISTS,149.33126230693634,149.30837608908521,0.022886217851123547,0.25,0.09154487140449419,2,True,"[(None, 1.0), (1.0, None)]"
PROTECTION.FIXING.TYPE,149.33126230693634,149.30837853307833,0.022883773858012546,0.25,0.09153509543205018,2,False,"['NAILS', 'SCREWS']"
ROOF.CLADDING_OR_FINISH.MATERIAL.AREA_PERCENTAGE,149.33126230693634,149.30837880352811,0.02288350340822376,0.25,0.09153401363289504,2,True,"[(None, 0.1), (0.1, None)]"
SYSTEM.TYPE,149.33126230693634,149.30839194390654,0.022870363029795726,0.25,0.0914814521191829,2,False,"['COMPLEX', 'UNCONVENTIONAL']"
RISK.LEVEL,149.33126230693634,149.308396115944,0.02286619099234599,0.25,0.09146476396938397,2,False,"['HIGH', 'MEDIUM']"
SEPARATES.FIRE_SECTORS,149.33126230693634,149.30839654522572,0.02286576171061938,0.25,0.09146304684247752,2,True,"[(None, 1.0), (1.0, None)]"
AREA.AREA.TOTAL_CONSTRUCTED,149.33126230693634,149.30842645102143,0.022835855914905778,0.25,0.09134342365962311,2,True,"[(None, 1500.0), (1500.0, None)]"
BUILDING.PROTECTED,149.33126230693634,149.3084350944415,0.022827212494831883,0.25,0.09130884997932753,2,True,"[(None, 1.0), (1.0, None)]"
FLOOR.REFUGE_AREA,149.33126230693634,149.30843988781953,0.022822419116806714,0.25,0.09128967646722685,2,False,"['EXISTS', 'NOT_EXISTS']"
FLOOR.OCCUPANCY,149.33126230693634,149.30850999800464,0.022752308931700327,0.25,0.09100923572680131,2,True,"[(None, 0.0), (0.0, None)]"
ELEMENT.EXPOSED_TO_STANDARD_TIME_TEMPERATURE_CURVE,149.33126230693634,149.30853662781158,0.0227256791247612,0.25,0.0909027164990448,2,True,"[(None, 1.0), (1.0, None)]"
INSTALLATION.FIRE_RISK,149.33126230693634,149.3085419581309,0.02272034880544993,0.25,0.09088139522179972,2,False,"['EXISTS', 'NOT_EXISTS']"
STAIR.WIDTH.CONSTANT_ON_ALL_FLOORS,149.33126230693634,149.30854922118505,0.02271308575129183,0.25,0.09085234300516731,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.HAS_STAGE_BOX,149.33126230693634,149.30857870030655,0.022683606629783526,0.25,0.0907344265191341,2,True,"[(None, 1.0), (1.0, None)]"
SPACE.NOT_CONNECTED_TO_ROAD_NETWORK,149.33126230693634,149.30862862480123,0.022633682135108302,0.25,0.09053472854043321,2,True,"[(None, 1.0), (1.0, None)]"
SEPARATES.PROTECTED_STAIRCASE_OR_CORRIDOR,149.33126230693634,149.3086925015534,0.022569805382943287,0.25,0.09027922153177315,2,True,"[(None, 1.0), (1.0, None)]"
PREMISES.RISK.SPECIAL,149.33126230693634,149.3086978239824,0.02256448295392488,0.25,0.09025793181569952,2,True,"[(None, 1.0), (1.0, None)]"
STRUCTURAL.FIRE_RESISTANCE.CALCULATION.METHOD_IN_BASIC_DOCUMENT_USED,149.33126230693634,149.3087159711348,0.022546335801536088,0.25,0.09018534320614435,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.REQUIRES_EMERGENCY_PLAN,149.33126230693634,149.30872844285935,0.02253386407699054,0.25,0.09013545630796216,2,True,"[(None, 1.0), (1.0, None)]"
CERTIFICATION.EXISTS,149.33126230693634,149.30875522893115,0.022507078005190806,0.25,0.09002831202076322,2,True,"[(None, 1.0), (1.0, None)]"
FIRE.SECTOR.FIRE_LOAD_DISTRIBUTION.PREVENTS_FULLY_DEVELOPED_FIRES,149.33126230693634,149.30885338150432,0.022408925432017668,0.25,0.08963570172807067,2,True,"[(None, 1.0), (1.0, None)]"
DOOR.IS_DOUBLE_LEAF,149.33126230693634,149.30889964492417,0.02236266201217063,0.25,0.08945064804868252,2,True,"[(None, 1.0), (1.0, None)]"
CHARRING.INITIATION,149.33126230693634,149.3089598712695,0.022302435666830434,0.25,0.08920974266732173,2,False,"['EXISTS', 'NOT_EXISTS']"
ROOF.AREA.DISTANCE_TO_FACADE_VERTICAL_PROJECTION,149.33126230693634,149.30903916065012,0.022223146286222573,0.25,0.08889258514489029,2,True,"[(None, 5.0), (5.0, None)]"
FIRE.SPREAD.TYPE,149.33126230693634,149.30904550451578,0.02221680242055868,0.25,0.08886720968223472,2,False,"['HORIZONTAL', 'VERTICAL']"
BEAM.EXPOSURE.FACES,149.33126230693634,149.30905323933106,0.022209067605274413,0.25,0.08883627042109765,2,True,"[(None, 3.0), (3.0, None)]"
DOOR.INTENDED_TO_REMAIN_OPEN,149.33126230693634,149.30907495469495,0.02218735224138868,0.25,0.08874940896555472,2,True,"[(None, 1.0), (1.0, None)]"
AREA.FIRE.LOAD_DENSITY_CORRECTED,149.33126230693634,149.30909510723166,0.022167199704682616,0.25,0.08866879881873047,2,True,"[(None, 500.0), (500.0, None)]"
FACADE.HEIGHT,149.33126230693634,149.30909602955631,0.022166277380023303,0.25,0.08866510952009321,2,True,"[(None, 18.0), (18.0, None)]"
BUILDING.LOCATION,149.33126230693634,149.30910493881584,0.02215736812050295,0.25,0.0886294724820118,2,False,"['ABOVE_OTHER_USE', 'UNDER_DIFFERENT_USE']"
REFORM.ALTERS.EVACUATION_ELEMENTS_DISTRIBUTION,149.33126230693634,149.30911503277082,0.022147274165519093,0.25,0.08858909666207637,2,True,"[(None, 1.0), (1.0, None)]"
SLAB.FUNCTION.STRUCTURAL_RESISTANCE,149.33126230693634,149.30924298878443,0.022019318151905054,0.25,0.08807727260762022,2,True,"[(None, 1.0), (1.0, None)]"
CONNECTION.FASTENER.PROTECTION.TYPE,149.33126230693634,149.30924444908703,0.02201785784930621,0.25,0.08807143139722484,2,False,"['GLUED_PATCHES', 'GLUED_PLUGS']"
FIRE_RESISTANCE_TESTING_STANDARDS.NOT_AVAILABLE,149.33126230693634,149.30925182913592,0.022010477800421313,0.25,0.08804191120168525,2,True,"[(None, 1.0), (1.0, None)]"
FIRE.SECTOR.FLOOR_COUNT,149.33126230693634,149.30927660914864,0.021985697787698655,0.25,0.08794279115079462,2,True,"[(None, 1.0), (1.0, None)]"
CORRIDOR.PROTECTED.STRUCTURAL_ELEMENT,149.33126230693634,149.30929988318601,0.02196242375032398,0.25,0.08784969500129591,2,False,"['EXISTS', 'NOT_EXISTS']"
ESTABLISHMENT.IS_INTEGRATED_IN_SHOPPING_CENTER,149.33126230693634,149.30930656530518,0.02195574163116021,0.25,0.08782296652464083,2,True,"[(None, 1.0), (1.0, None)]"
ROOF.NOT_FOR_EVACUATION,149.33126230693634,149.30938757604005,0.02187473089628611,0.25,0.08749892358514444,2,True,"[(None, 1.0), (1.0, None)]"
FLOOR.EXIT.ACCESSIBLE,149.33126230693634,149.30940510424006,0.021857202696281774,0.25,0.0874288107851271,2,False,"['EXISTS', 'NOT_EXISTS']"
STAGE_BOX.HAS_COMMUNICATION.AUDIENCE_HALL,149.33126230693634,149.3094526847679,0.021809622168433407,0.25,0.08723848867373363,2,True,"[(None, 1.0), (1.0, None)]"
REFORM.AFFECTS.FIRE_PROTECTION_INSTALLATION_SUPPORT_ELEMENTS,149.33126230693634,149.3094992817552,0.021763025181144258,0.25,0.08705210072457703,2,True,"[(None, 1.0), (1.0, None)]"
ROOM.OCCUPANCY,149.33126230693634,149.3095180080773,0.021744298859033506,0.25,0.08697719543613402,2,True,"[(None, 100.0), (100.0, None)]"
DOOR.INTENDED_TO_BE_NORMALLY_OPEN,149.33126230693634,149.30952288523656,0.021739421699777495,0.25,0.08695768679910998,2,True,"[(None, 1.0), (1.0, None)]"
TIMBER.ELEMENT.SUBJECTED_TO,149.33126230693634,149.30952664654512,0.021735660391215106,0.25,0.08694264156486042,2,False,"['BENDING', 'COMPRESSION']"
ESTABLISHMENT.REQUIRES_FIRE_SECTOR,149.33126230693634,149.30955641018676,0.021705896749580234,0.25,0.08682358699832093,2,True,"[(None, 0.0), (0.0, None)]"
WORK.USES_COMPLEX_OR_UNCONVENTIONAL_SYSTEMS,149.33126230693634,149.30956470482755,0.02169760210878735,0.25,0.0867904084351494,2,True,"[(None, 1.0), (1.0, None)]"
CONSTRUCTION.ELEMENT.HAS_CE_MARKING,149.33126230693634,149.30960117893733,0.021661127999010432,0.25,0.08664451199604173,2,True,"[(None, 0.0), (0.0, None)]"
STORAGE_ROOM.COMMUNICATES_WITH_GARAGE_AREA,149.33126230693634,149.30965283642388,0.021609470512458984,0.25,0.08643788204983593,2,True,"[(None, 1.0), (1.0, None)]"
ELECTRICAL.INSTALLATION.COMPONENTS,149.33126230693634,149.30965851221399,0.02160379472235263,0.25,0.08641517888941053,2,False,"['EXISTS', 'NOT_EXISTS']"
BUILDING.STRUCTURAL_ELEMENT.FLOOR.SEPARATES_FIRE_SECTORS,149.33126230693634,149.30966410099444,0.021598205941899096,0.25,0.08639282376759638,2,True,"[(None, 1.0), (1.0, None)]"
STAIRCASE.HAS_FACADES,149.33126230693634,149.30967084640235,0.02159146053398331,0.25,0.08636584213593324,2,True,"[(None, 1.0), (1.0, None)]"
SUPPORT.REINFORCEMENT.PERCENTAGE,149.33126230693634,149.3097166749752,0.021545631961146228,0.25,0.08618252784458491,2,True,"[(None, 0.02), (0.02, None)]"
BUILDING.USAGE.IS_MAINTAINED,149.33126230693634,149.30973924466116,0.021523062275178972,0.25,0.08609224910071589,2,True,"[(None, 1.0), (1.0, None)]"
FIRE.EXPOSURE.TIME.REQUIRED.HAS_VALUE,149.33126230693634,149.3097637188395,0.021498588096847016,0.25,0.08599435238738806,2,True,"[(None, 1.0), (1.0, None)]"
PLANT.HAS_SPECIAL_UNITS,149.33126230693634,149.30977960301743,0.021482703918906054,0.25,0.08593081567562422,2,True,"[(None, 1.0), (1.0, None)]"
STANDARD.REPLACEMENT.PROPOSED,149.33126230693634,149.3098144076562,0.021447899280133242,0.25,0.08579159712053297,2,True,"[(None, 1.0), (1.0, None)]"
AREA.HAS_APPARATUS,149.33126230693634,149.30984242592376,0.021419881012576525,0.25,0.0856795240503061,2,True,"[(None, 0.0), (0.0, None)]"
